label,message
DamagedProperty,The lorry clipped our garden wall during collection on Friday and several bricks are loose now. Please advise next steps.
DamagedProperty,"Your truck hit a low hanging branch on my property and tore a large limb off the tree, which fell across my driveway. The driver didn't stop. I have had to hire someone to clear the wood. I will be sending you the invoice for the tree surgery and clearance."
ServiceComplaint,"absolute shambles of a service. every time there’s an issue it’s somehow the customer’s fault. never your systems, never your staff. amazing how that works 🙄"
ServiceComplaint,I’m fed up with the unreliable timing of collections. Can’t you stick to a schedule?
DamagedProperty,Big scrape down my car from your truck on Dec 30th. I want this sorted immediately.
DamagedProperty,"hey the bin man smashed my fence post when he was turning round, pics attached, need this sorted"
ServiceComplaint,bins left out for 3 days now after collection. please can someone come pick them up??
PositiveFeedback,"The new electric trucks are so much quieter! Thank you for making the switch, it makes a big difference in the mornings. Love seeing GreenBin going green!"
DamagedProperty,"Your lorry reversed into my garden wall this morning!!! There's a huge crack now, who's paying for this??"
GeneralInquiry,can I put larger items in bin?
MissedCollection,Yo my bins still full. What happened?
PositiveFeedback,"Bin men smile at my gran, she loves them!"
MissedCollection,"Collection missed, please rearrange asap as bin is overflowing!"
GeneralInquiry,Do you collect food waste separately or not?
MissedCollection,"Hello, missed bin collection again this morning. This is becoming a regular problem for us at 12 Church Lane, Taunton. Please advise when it will be collected. Thank you."
GeneralInquiry,How do I apply for an additional recycling bin?
PositiveFeedback,fantastic service! your team goes above and beyond. much appreciated 😊
MissedCollection,Bin still full after scheduled day.
GeneralInquiry,when does the christmas collection schedule change start? thanks
ServiceComplaint,"terrible service, waited 3 weeks for replacement bin and still nothing"
PositiveFeedback,Can't fault the service! Always reliable and the team are lovely. Thank you!!
MissedCollection,Recycling collection missed AGAIN. Starting to think my house is invisible.
GeneralInquiry,Do you collect garden waste as well as general recycling and general waste?
ServiceComplaint,Your website info is outdated.
ServiceComplaint,"terrible service lately. always late, bins left everywhere. do better!!!"
GeneralInquiry,Can students apply for extra bins at shared houses?
ServiceComplaint,Why do your workers always leave litter behind when they empty the bins? Isn’t it their job to keep the area tidy?
GeneralInquiry,"I'm moving house next week, do I leave the bins behind?"
DamagedProperty,Fence knocked after today’s collection
ServiceComplaint,"Very unhappy with the service lately, bins late every week."
ServiceComplaint,"Collections used to be morning, now theyre at random times. Very inconvenient."
PositiveFeedback,"Just wanted to say thanks, great service as always!"
MissedCollection,"Bonjour, ma poubelle n’a pas été ramassée aujourd’hui. (French: MissedCollection)"
MissedCollection,missed again. bath area. 3rd time this year.
DamagedProperty,The bin was thrown against my gatepost and now the post is leaning badly.
ServiceComplaint,Bins left all over the pavement. Residents are complaining.  Sort it out please!
GeneralInquiry,Are you collecting on bank holidays this year?
GeneralInquiry,"Just moved to the area, how do I sign up for GreenBin Recycling?"
MissedCollection,nobody came for the bin today??? it's been out since 6am
GeneralInquiry,How to get replacement bin lid
MissedCollection,Still waiting for collection from LAST WEEK. This is getting really annoying.
GeneralInquiry,Do you provide compost bins too or just recycling and waste?
DamagedProperty,the bin lorry reversed into my garden wall this morning and cracked three bricks. happened at approx 10:20am on Rose Crescent. please contact me urgently
DamagedProperty,The lid of my bin was broken off and left on the ground. No explanation. No apology. Completely unacceptable.
DamagedProperty,"When your recycling crew collected the bin this morning, they managed to damage my wooden front gate quite badly. There are deep scratches and the hinge has been bent so the gate no longer closes properly. I watched this happen from my window, so please don’t try to deny it. The bin was dragged aggressively across my driveway and slammed into the gate. This gate is not cheap and was installed less than a year ago. I expect GreenBin Recycling to take responsibility for the damage caused by your staff and explain how I can claim for repairs. Ignoring this will not make it go away."
PositiveFeedback,"Quick customer service, my issue solved straight away"
GeneralInquiry,do you take old mattresses or is that not your thing?
DamagedProperty,the bin lorry scraped my car today!! silver paint all over the bumper :(
GeneralInquiry,How do I report an issue with my bin?
MissedCollection,missed bin day again!!! bin still full outside since last thursday when's it coming???
PositiveFeedback,"Fantastic service as always! Bin emptied perfectly, no mess left behind. Keep up the good work guys!!"
ServiceComplaint,"This is a complaint about your crew smoking and dropping cigarette ends near our bins. I’m in Glastonbury and I watched one of your workers put out a cigarette on the pavement and leave the butt there. That’s disgusting and it’s also a fire risk when there’s cardboard around. If your staff want to smoke, fine, but clean up after yourselves. I’m not paying for a service that adds litter to my street. Please remind crews of basic standards and confirm your policy on smoking during collections. I have the vehicle reg if you need it, and yes, I will report it if it happens again."
PositiveFeedback,"Amazing staff, credit to company"
MissedCollection,"Hi GreenBin, bin not collected yesterday in Wellington area. Still full and starting to smell. When can we expect collection?"
PositiveFeedback,Excellent service this month! Everything spotless and on time. Keep it up GreenBin!
DamagedProperty,The heavy bin was dropped on my water meter cover and cracked it. Now it's a trip hazard.
MissedCollection,"missed mine, neighbours fine"
PositiveFeedback,Really appreciate reminders
GeneralInquiry,Just checking if you cover flats as well as houses?
MissedCollection,hey my bin’s still full lol did i miss something
MissedCollection,"Crew drove past, didn’t stop, why"
ServiceComplaint,driver nearly hit my car while reversing. needs more training.
GeneralInquiry,what items are not allowed in the green recycling bin pls
GeneralInquiry,Can I put cardboard boxes out next to the bin if it’s full?
MissedCollection,bin still full... no truck came down our road this morning 🤷‍♂️
DamagedProperty,"After your team came yesterday, I noticed deep scratches on my garden wall where the bins are kept. I’d like to request someone come out to assess the damage."
DamagedProperty,The recycling truck has knocked my wing mirror off when passing. Mirror is hanging by wires.
GeneralInquiry,asking about a refund for last month's service due to missed collections
ServiceComplaint,"Service has gone downhill in recent months, very inconsistent compared to before."
DamagedProperty,Broken wheel on bin after last week.
DamagedProperty,Property damage needs assessment.
GeneralInquiry,Can I recycle pizza boxes if theyre greasy?
MissedCollection,"Missed my blue bag collection today. Everything else was taken. Please return to collect it as it contains a lot of cardboard. Address is 77 Meadow View, Minehead."
GeneralInquiry,Can I put small electricals out for collection?
PositiveFeedback,"Nice to have reliable, friendly bin staff"
DamagedProperty,Your truck damaged my front garden wall on 28th Dec. There are bricks missing and it's leaning badly. Please send someone to assess.
ServiceComplaint,"Bins thrown back blocking the drive, not happy."
ServiceComplaint,Sick of coming home to my bins thrown everywhere
ServiceComplaint,terrible service tbh
DamagedProperty,Wheel on the bin is completely broken after last week. Please send replacement.
ServiceComplaint,customer service line is hopeless can’t get thru
GeneralInquiry,"Hi there, can I request a replacement bin? Mine has gone missing :/"
PositiveFeedback,"Always polite, lovely service"
DamagedProperty,"side fence hit, wobbly now"
GeneralInquiry,Need info on garden waste service please.
ServiceComplaint,"Crew were rude when I asked a simple question, not acceptable."
MissedCollection,bin not emptied again!!! this is the 2nd time this month. rubbish piling up 😡 pls sort it
GeneralInquiry,How do I report a missed collection? Is there a simpler online form for this?
MissedCollection,collection missed again in bridgwater. joke.
ServiceComplaint,"Why does it take forever to get a response from you? I submitted a complaint 9 days ago about repeated contamination stickers and I’ve heard nothing except an automated ‘we’ve received your message’. That’s not a response. I’m in Minehead and I’m tired of chasing. If you have high volumes, staff properly. Don’t accept more contracts than you can manage and then treat residents like we should just wait. I want an update with a real reference number and a named person handling it. If I don’t get that, I’ll escalate through the council complaints procedure and include screenshots showing how long you’ve ignored it."
PositiveFeedback,Best recycling service I've used.
ServiceComplaint,Staff parked blocking my driveway while collecting bins on New Year’s Eve. I nearly missed my guests because of their van.
DamagedProperty,The truck took out my wing mirror this morning. I've got the reg number.
MissedCollection,"Customer since 2019, this is unacceptable. Missed recycling collection – please apologize."
GeneralInquiry,Can I book a bulky waste collection through you?
MissedCollection,still no collection on pemberton road - its been 3 weeks now!!!
PositiveFeedback,Really appreciate the extra help bringing the bin back up the drive.
GeneralInquiry,"Hello, how do I report a damaged bin for replacement? What's the process please?"
MissedCollection,"bin still outside wasn't picked up again third week guys, please help"
ServiceComplaint,"Poor service once again. Our bins are always half-emptied, and the drivers are rude when approached."
GeneralInquiry,Good afternoon. Could you please clarify if your facility accepts Grade 5 plastics (PP)? The local council website was somewhat ambiguous on this point.
GeneralInquiry,"Hi there, how do I report a missed collection online? Can't find the form."
ServiceComplaint,why is it so hard to get consistent service??
PositiveFeedback,Best waste service provider in Somerset hands down. Keep doing what you're doing!
DamagedProperty,Your truck scraped the side of my car while collecting.  Now theres a big dent and scratch.
DamagedProperty,Mailbox ruined
ServiceComplaint,"I am unhappy with the tone of the last response I received, which felt dismissive and rushed. As a resident raising legitimate concerns, I expect professionalism and courtesy. The issue was not resolved and the response implied fault on my part, which is incorrect. Please review how complaints are handled."
ServiceComplaint,"Spoke to your ""customer service"" today. What a rude cow. Zero help whatsoever."
GeneralInquiry,what is process for business accounts
MissedCollection,"Crew skipped me again, even tho bin out early."
MissedCollection,left bin at road but wasnt emptied. help
GeneralInquiry,what happens to the materials after you collect them?
MissedCollection,U missed my bin!!!!! Sort it out now.
GeneralInquiry,"Hi, how do I report a missed collection online?"
MissedCollection,"my bin still got rubbish after pickup, did you forget?"
ServiceComplaint,Drivers blocking the entire street is NOT OK. Something needs to change.
GeneralInquiry,How do I get a new recycling bin please? I've just moved house.
PositiveFeedback,greenbin recycling is the best.  great service great company
GeneralInquiry,How to update my address?
DamagedProperty,I am writing to report damage to my garden gate. The recycling collector slammed the gate so hard after emptying the bins that the latch has snapped off. This happened at approximately 9:15 am today at 45 Bridge Street. I expect this to be repaired or the cost of a new latch reimbursed. I have photos of the broken part.
ServiceComplaint,Had to chase after your truck this morning
GeneralInquiry,What size bins are available?
DamagedProperty,Window box knocked over again
ServiceComplaint,bin men were rude when I asked why they left the lid open. attitude stinks worse than the bin!!
MissedCollection,Morning—my bin was out before 7 AM but still here. Do you need a photo? Let me know asap!
GeneralInquiry,What items are not allowed in the blue recycling bin? Need to know for my new housemates.
MissedCollection,"Black bin not emptied today, everything else on the road was done except ours."
GeneralInquiry,"Hello, could you please tell me what types of plastics you currently accept? I’ve heard there have been some changes and I want to make sure I’m sorting correctly. Thank you."
DamagedProperty,Fence post snapped when bin was dragged back.
ServiceComplaint,Bins were collected but your team left rubbish scattered all down the street. Looks awful and attracts seagulls.
DamagedProperty,"After your last visit, our wheelie bin has a big crack in it. Could you send a replacement?"
ServiceComplaint,"I’m complaining about the constant noise and reckless speed of your lorries at 6am in the residential area (Somerton). I get that collections are early, but there’s early and then there’s slamming bins, revving, and shouting like it’s a building site. My kids were woken up, my dog went mad, and I have a newborn. It’s not acceptable. Other services manage to do collections without sounding like a demolition crew. I want your drivers reminded that people live here and that speed limits apply. If I see that vehicle number again flying down the road, I will be reporting it with dashcam footage. You don’t get a free pass because you’re “doing a job”."
DamagedProperty,This is the second damaged bin this month!!  how many times do I need to complain before you replace them?
DamagedProperty,The truck scraped the side of my car parked near the curb this morning. There’s a clear scrape from the front to the rear wheel arch. Please contact me to arrange insurance details.
MissedCollection,"Hi, my green bin on Oak Close (TA6) wasn’t collected this morning again. It’s still full and neighbours’ were done. Can someone check please?"
ServiceComplaint,Why has the collection day changed without notice?
MissedCollection,Your lorry drove straight past our house and didn’t stop to empty the bin.
PositiveFeedback,"You lot do a cracking job, appreciate it."
MissedCollection,"My bins sat out, nobody came"
ServiceComplaint,"I’m writing to formally complain about the overall quality of service from GreenBin Recycling. The crews are inconsistent, the schedules seem to change without notice, and customer support is almost impossible to deal with. Every time I submit a form I get a vague response days later that doesn’t answer the question. I understand things get busy, but there is no excuse for the lack of communication. The website says collections are weekly yet that clearly isn’t happening in practice. I’ve lived in Somerset my whole life and this is the worst waste service I’ve experienced. I expect a proper response explaining what standards you operate under and how you plan to improve."
PositiveFeedback,Thank you for your excellent service! Always reliable and the team are very polite.
MissedCollection,"Good morning, unfortunately our blue recycling bin was not collected yesterday. Could someone please attend to this? Many thanks."
GeneralInquiry,Blue bag schedule?
ServiceComplaint,Your customer service line just rings out. Tried 3 times today. Not impressed.
ServiceComplaint,"Why is it always chaotic, bins in the road after"
GeneralInquiry,"Hi, can you tell me what day garden waste is collected in Frome? Just moved here."
ServiceComplaint,Bins thrown over my hedge
ServiceComplaint,so slow today bin guys whats up
DamagedProperty,"bin lid broken after u emptied it last week, now it wont close properly :("
ServiceComplaint,"Hello, I would like to express my dissatisfaction with the recent changes to the recycling schedule. The new timings seem poorly thought out, especially for working households. Bins are now being collected very early in the morning without warning, and if they are not out in time, they are simply skipped. There was minimal notice about this change, and not everyone checks the website regularly. I believe better communication and perhaps a grace period would help avoid unnecessary frustration. Please consider reviewing how these changes are communicated to residents."
DamagedProperty,"Not happy – the hydraulic arm on your vehicle spilled fluid on our newly laid tarmac drive, leaving an oil stain the size of a dinner plate. It will not come off with detergent. I’d like this cleaned professionally or resurfaced. The driveway cost over four thousand pounds last month and the contractor says oil will weaken the surface if left untreated."
MissedCollection,"Good morning, I am writing to report that our recycling bin (blue one) was not emptied on the scheduled date of 15th December. Address: 47 Maple Avenue, Bridgwater. Could you please arrange a special collection? Many thanks in advance."
ServiceComplaint,The bin they gave me is too small for my household. Been asking for a bigger one for months.
DamagedProperty,they dropped my bin from height and now its cracked all over. needs replacing.
PositiveFeedback,Love how quick and efficient you guys are. Makes recycling easy :)
GeneralInquiry,How much is it for an extra brown food waste bin?
MissedCollection,"green bin skipped today, please advise"
PositiveFeedback,Really appreciate how friendly the crew are 😊
GeneralInquiry,what time do the crews start in the morning?
DamagedProperty,Bin got mangled in the collection mechanism. Handle snapped off completely. Unusable now
PositiveFeedback,Really impressed with the new recycling service.  Much more efficient than the old company. Well done GreenBin!  🌱
DamagedProperty,A member of your crew scratched my car while moving the bin. I was inside and saw it through the window. They left without saying anything. I have photos.
ServiceComplaint,"I am honestly at my wits end with GreenBin Recycling and the way this company operates. I have lived in Somerset for over ten years and I have never had such consistently poor service from any waste company. Your crews arrive whenever they feel like it, sometimes before 6am waking my entire household, other times not at all, and when I try to call or fill in the online form I get a generic response days later. I work from home and need some level of predictability, which clearly is too much to ask. The bins are left in the middle of the driveway, blocking my car, and I am expected to clean up after your staff. This is not a free service, and even if it were, basic courtesy should still apply. I want someone senior to actually read this, not an automated system. If this continues I will be escalating this matter to the council and posting publicly about my experience because frankly this is unacceptable."
GeneralInquiry,What items aren’t accepted in the recycling? Confused about plastics.
GeneralInquiry,Is there an option to get reminders for collection day via email or text?
MissedCollection,my recycling bins havnt been collected in over a week now what is happening???
PositiveFeedback,gr8 j0b as alwayz!
ServiceComplaint,"Your online form is a joke. I filled it in twice, it crashed, and then when it finally submitted it gave me zero reference number. So how do I know you’ve got it? Do I just hope? I’m trying to report that the crew keep slapping “contaminated” stickers on my bin when it’s literally cardboard and tins, nothing else. It feels like they can’t be bothered and just want an excuse to skip. I want someone to actually look at this, not send me another copy-paste paragraph. And please don’t tell me “remove the wrong items” when there ARE no wrong items. This is making me seriously regret bothering to recycle at all."
MissedCollection,Whole block missed. Some bins totally overloaded.
ServiceComplaint,The collectors left all the bins scattered across the pavement again. Elderly neighbours struggling to get past. Please improve.
ServiceComplaint,"Keeps happening: lid left open, crows everywhere. Pls tell staff"
MissedCollection,"another week, another missed bin. consistency in failure at least."
DamagedProperty,"Bin handle snapped, now I can't move it."
MissedCollection,Why wasn’t my recycling collected today? It’s getting very frustrating!!
PositiveFeedback,Just a quick message to say how pleased I am with your service. Reliable and professional. Keep it up!
PositiveFeedback,"Lovely lads on the truck today, gave my son a wave 😊"
GeneralInquiry,Are you open on weekends for drop off?
DamagedProperty,Hose split by bin
DamagedProperty,Bin damaged badly.
GeneralInquiry,I just moved to the area (TA2) and want to know what day collections are for my address.
PositiveFeedback,Wouldn't switch to anyone else. Thanks for sticking to your eco principles!
DamagedProperty,Your worker dropped my bin and the wheel snapped off. It was fine this morning.
GeneralInquiry,need a new green bin. mine went walkies.
ServiceComplaint,"I filled out the form twice already and no one has replied, pretty poor communication."
PositiveFeedback,always friendly even on cold days
GeneralInquiry,Can I get an extra recycling bin? We have a big household.
DamagedProperty,"broken bin, need replacement. cracked down the side."
PositiveFeedback,really impressed with how your company operates. environment focused and reliable 💚
DamagedProperty,The lid on our recycling bin is cracked after today’s collection.
GeneralInquiry,What's the difference between your blue and green bins?
PositiveFeedback,So pleased with your eco initiatives
PositiveFeedback,Thank you for working during bank holiday
DamagedProperty,Broken paving stone since bin collection
GeneralInquiry,"bonjour, pouvez-vous me dire si vous collectez les piles usagées séparément?"
MissedCollection,"Bonjour, la benne de recyclage n’a pas été vidée hier dans notre rue (St George Terrace, Frome). Nous avions sorti le bac vert la veille comme d’habitude, mais le camion ne s’est pas arrêté. Le conteneur déborde maintenant de cartons et de bocaux en verre. Pourriez-vous planifier un passage de rattrapage ou indiquer un point de dépôt voisin? Merci beaucoup de votre aide. My elderly mother lives with us and cannot carry heavy bags to the civic amenity site, hence our dependence on the kerbside service. We have always appreciated the friendliness of your staff and understand errors happen, yet we hope the situation can be resolved before the weekend market brings extra paper waste."
GeneralInquiry,Need info.
DamagedProperty,Fence scratched + plant pots broken after truck turned.
GeneralInquiry,"Hi, what’s the collection day for my postcode?"
GeneralInquiry,Are we allowed to put shredded paper in the black boxes or does it go in a separate bag?
PositiveFeedback,Big thumbs up to the GreenBin team! Best recycling collection service I've ever had.
ServiceComplaint,"Not impressed with the new schedule, no notice given."
MissedCollection,bin still here mate. been out since yesterday morning. when u coming??
DamagedProperty,hi your guys broke my wheely bin lid today when emptying it. its completely off now. need a replacement asap please
PositiveFeedback,Always reliable and friendly. Best service in the area.
MissedCollection,"Still waiting for my collection, left it at usual spot."
DamagedProperty,"bin lid smashed after collection today, was fine before"
DamagedProperty,Glass bottle broke on my drive after bin men left
GeneralInquiry,Do you pick up batteries?
MissedCollection,collection skipped my house but did neighbours
MissedCollection,whrz my bin?? not pickup last monday!?!?!? 😡
MissedCollection,"ok so once again the recycling has been missed. bin still full, no sticker, no explanation. this keeps happening on and off and im honestly losing patience. we do everything right, clean stuff, correct bin, out by 7am. neighbours are confused too. some of them got collected, some didnt. makes no sense. can someone actually look into this properly instead of sending generic replies? thanks."
DamagedProperty,The recycling truck banged into my garage door last night. Complaint reported!
DamagedProperty,Your truck scraped along my car this morning!! There's a massive scratch now!!
DamagedProperty,emails ignored about damage to my plants
DamagedProperty,my fence got broken by the truck. pls sort compensation
GeneralInquiry,"Hello, I’m looking for some clarification about what materials are accepted in the GreenBin recycling service. I’ve recently moved to the area and want to make sure I’m recycling correctly. Specifically, I’m unsure about soft plastics, food cartons, and metal lids. I’ve checked the website but some of the information is a bit unclear. Could you please confirm what should go in the green bin and what needs to be disposed of elsewhere? I’d rather ask than contaminate the recycling. Thanks very much for your help."
DamagedProperty,Every time you break a little more of my wall
PositiveFeedback,Str8 up brilliant
DamagedProperty,"Hi, your crew knocked over and broke our garden wall."
PositiveFeedback,Really appreciate the lads always waving and being cheerful. Makes Monday mornings better 😄
PositiveFeedback,"Service has been spot on recently, much improved."
DamagedProperty,The truck reversed into our garden wall this morning and knocked a few bricks loose. We have CCTV footage if needed. Please contact me urgently.
GeneralInquiry,Can I downsize my bin?
GeneralInquiry,"Hello, can you advise if you accept small electronics with regular recycling? I have a broken kettle and some wires. Thanks."
GeneralInquiry,"Hello, can I request an additional recycling bin for my household? We have 5 people living here and the current one is always full. What is the process and cost please?"
PositiveFeedback,Thank you GreenBin Recycling! Your team is always cheerful and efficient. Makes Monday mornings better :)
GeneralInquiry,"Hi, can you tell me which plastics are accepted in the recycling?"
MissedCollection,"emptyd all but mine, why me?!!!!"
MissedCollection,"Bonjour, mon bac de recyclage n’a pas été ramassé cette semaine. Merci de me dire pourquoi et quand il sera récupéré."
MissedCollection,"hello, our recycling was not collected on friday 12th. could you advise next steps?"
GeneralInquiry,What day is our collection supposed to be? We’ve just moved in.
MissedCollection,I waited all morning at the curb for the recycling truck — nothing. Is there a tech issue? Kindly respond.
MissedCollection,missed again!!!! this is getting beyond a joke now
MissedCollection,"Good afternoon, I’m contacting you regarding a missed GreenBin recycling collection at my property. The collection was due on Monday morning, and the bin remains full. I checked with neighbours and they confirmed their bins were collected as normal. I followed all guidance on placement and materials, so I’m unsure why ours was overlooked. This has happened twice recently, which is why I’m raising it formally now. I would appreciate confirmation of a return collection and an explanation so we can avoid repeat issues in the future. Many thanks for your assistance and for the work your team does overall."
GeneralInquiry,Is there a charge for garden waste bins?
DamagedProperty,You broke my bin!!! The wheel is gone.
DamagedProperty,Plants dug up after bin day
PositiveFeedback,Kids enjoy seeing the staff
GeneralInquiry,Will you collect from outside gate or need to leave at curb?
DamagedProperty,"Your truck ran over my garden edge yesterday, and now my stones are ruined."
MissedCollection,"Hi GreenBin team, our bin wasn't collected again this morning (3rd time in 2 months!!). We're in TA4 1XX postcode, bin is green wheelie as usual. Really frustrating as it's overflowing now. Please sort this out ASAP. Thanks."
MissedCollection,"Hello, my bin was missed, can you send someone?"
MissedCollection,"im writing AGAIN because my recycling was missed yet again. i dont know whats so hard about picking up a bin. its literally your only job. i left a note on it this time thinking maybe that would help, but nope. still full. still there. neighbours all done. mine not. i feel targeted at this point. do you have an issue with my address or what? because this pattern is getting suspicious. i want confirmation that someone is actually reading these messages and not just sending automated rubbish back."
DamagedProperty,"Hi, unfortunately our garden wall has been damaged during this week's collection. Please can someone inspect?"
PositiveFeedback,Big shoutout to the team. Super efficient and friendly service. Amazing work!
MissedCollection,"el camión no recogió mi reciclaje esta mañana, ¿pueden venir hoy por favor?"
GeneralInquiry,"We’ve just moved in, how do we register for collections?"
DamagedProperty,Mailbox got knocked over
ServiceComplaint,"Your drivers are always leaving the bins in the middle of the driveway, very inconsiderate!!!"
GeneralInquiry,"Hi, do you recycle batteries? If not, where should I dispose of them?"
GeneralInquiry,hi do u take old paint tins in recycling or not?
ServiceComplaint,"Not impressed, bins slammed around like rubbish."
MissedCollection,missed my adress 43 northbank road need collect soon
MissedCollection,same issue. same bin. same outcome. missed.
DamagedProperty,The collection lorry damaged my drive when reversing. There are now large cracks in the tarmac.
MissedCollection,"missed again 😡 third time this month, bin still full"
MissedCollection,no collection at all in snow?
PositiveFeedback,First time using GreenBin and very impressed so far.
PositiveFeedback,Thank you for such reliable service - makes life easier!
PositiveFeedback,"Crew gave a little wave to my kid, made his morning!"
MissedCollection,Scheduled for Friday collection but trucks passed without stopping. Very frustrating
PositiveFeedback,Quick response when I reported the damaged bin - replacement arrived next day! Brilliant.
GeneralInquiry,What happens to the materials after you collect them? Are they really recycled properly?
MissedCollection,missed again!!!!!!!!!!!!!!!
ServiceComplaint,"Collection staff left bins blocking the pavement again, makes it hard for prams and wheelchairs."
ServiceComplaint,Your crew spilled rubbish all over my front garden this morning. Took them ages to clean it up and they didn't even apologise. Very poor show GreenBin.
MissedCollection,please come pick up my recycling it was missed
MissedCollection,"Good afternoon, I would like to report a missed recycling collection for our property. According to the official schedule, today was our collection day. The bin was out from 7am and accessible. When I returned home from work, it was still completely full. There were no stickers or notes left to explain why it wasn’t collected. I would appreciate confirmation of when this will be resolved and if there was a particular reason for the miss."
ServiceComplaint,"Schedule changed without notice, caught us out completely."
MissedCollection,"hello?? anyone home??? another missed collection today. surprise surprise. bin out since last night. nothing wrong with it. weather fine. no road closures. no excuse. im honestly baffled how a company can be this consistently bad and still operate. ive contacted you so many times im starting to feel like a nuisance, but maybe if you did the job properly people wouldnt complain so much. i want a straight answer and a guarantee this will stop happening."
GeneralInquiry,Can I get new wheels for old bin?
DamagedProperty,"I am writing to formally complain about damage caused to my property by your recycling crew this morning. When the lorry reversed into our cul-de-sac, the driver clearly misjudged the space and drove straight over the edge of my lawn, completely destroying the border and cracking several paving slabs. I have CCTV footage which clearly shows the GreenBin vehicle and the time stamp. No one knocked on my door, no note was left, just damage and silence. This is not a minor issue; the repair will be costly and I expect GreenBin Recycling to take full responsibility. I should not have to chase a company to admit fault when the evidence is obvious. Please advise immediately on how you intend to compensate for the damage and who I should be speaking to, because ignoring this will only make the situation worse."
MissedCollection,collection was supposed to be monday.  its now wednesday and nothing.  absolutely useless service
GeneralInquiry,Which app to track my bin?
MissedCollection,"Hi, collection not done today, please advise"
PositiveFeedback,Thanks for being consistent.
GeneralInquiry,Collection day changed for holidays? pls confirm
MissedCollection,"This is ridiculous. My green bin was NOT collected on Tuesday despite being placed correctly, not overfilled, and clearly visible. I watched the lorry drive straight past from my window. I even waved. The driver looked at me and kept going. That is not a ‘miss’, that is deliberate. I am now stuck with two weeks worth of recycling and no space. If this happens again I will be taking it further because this is not the service we are paying for."
GeneralInquiry,Hi - I need to know about your bulky waste collection service and availability
MissedCollection,hey why didnt u collect my green bin yesterday?? its stinking now 😷😷
PositiveFeedback,Really impressed.
GeneralInquiry,What time does the collection usually happen on Fridays?
MissedCollection,"Good morning GreenBin, just letting you know our recycling wasn’t collected yesterday on Coleridge Road, Bridgwater. The blue truck came around 08:15, stopped outside, but then reversed and drove off after taking the neighbour’s. Our bin contains only paper, cardboard, and a few rinsed tins; nothing overweight. Could the driver have skipped because of the parked campervan blocking partial access? If so, we’re more than happy to move vehicles next time, but would appreciate a catch-up collection this week please. We’ve a big family birthday party on Saturday and expect even more recyclables. Otherwise we’ll need to drive everything to the centre in Taunton which is quite a trek with two toddlers and work commitments."
GeneralInquiry,Can you explain what plastics are accepted? Numbers confuse me.
MissedCollection,"hiya team, my green bin wasnt emptyd today… i left it out like always at 7am. pls confirm if u can pick up tomorrow or later this week? its starting to overflow 😕"
ServiceComplaint,"Service used to be great, now it’s a mess tbh"
MissedCollection,Why was recycling not collected but rubbish was?
GeneralInquiry,What day is recycling collected on Bank Holidays?
PositiveFeedback,"Five stars, no complaints from me."
ServiceComplaint,Collection crew very noisy at 6:30am this morning. Woke the whole house up. Not acceptable.
MissedCollection,"I am extremely disappointed to be having to write this message, but here we are. Our recycling collection was missed last Friday and there has been no follow-up, no notification, and no attempt to resolve it. I have checked with neighbours on both sides of the street and their bins were also missed, so this is clearly not an individual issue. I appreciate that things can go wrong occasionally, but the complete lack of communication is unacceptable. We are now storing excess recycling in our garage which is not ideal. Please advise when this will be collected and what steps are being taken to prevent repeated failures like this."
DamagedProperty,"Your lorry has left tyre marks all over my driveway and cracked the edge of my garden wall. This happened during today’s collection and it’s very obvious damage that wasn’t there before. I’ve lived here 15 years and never had an issue until now. I don’t appreciate having my property damaged by careless driving. Please explain how GreenBin Recycling handles property damage claims and who will be contacting me. I’ve taken photos and I’m prepared to escalate this if needed, because this repair will not be cheap."
MissedCollection,not collected
MissedCollection,recycling not taken AGAIN 😡 this is the 3rd time this month
MissedCollection,Another missed collection. Third time so far this year!
GeneralInquiry,"Hello, is there a way to change my collection day permanently? Thanks in advance."
ServiceComplaint,"I want to raise a complaint about the overall quality of service lately. Collections are inconsistent, customer support is hard to reach, and when issues are logged, they don’t seem to be followed up properly. I’ve had missed collections, delayed responses, and no clear explanations. I understand there can be staff shortages or vehicle issues, but the lack of communication is what really frustrates me. Even a basic update would help manage expectations. At the moment it feels like residents are left guessing. Please review how customer reports are handled and consider improving response times. I’m not trying to be difficult, just asking for a reliable service."
ServiceComplaint,The noise early in the morning is getting ridiculous.
MissedCollection,Why only my bin again left? Pls respond
ServiceComplaint,Staff were disrespectful and refused to help when I had a legitimate question.  Won't be recommending you
MissedCollection,missed again... third time this month. starting to smell now 🤢
ServiceComplaint,Service delays are unacceptable.
PositiveFeedback,Fantastic work! Your company truly cares about the environment and it shows.
GeneralInquiry,Can you tell me the environmental impact of your services? Looking for information for a school project. Thanks!
ServiceComplaint,Collections are very inconsistent lately and it’s frustrating.
ServiceComplaint,"Poor communication, poor consistency, poor response times. That pretty much sums it up lately."
ServiceComplaint,The collections are very inconsistent lately and customer service is hard to reach.
PositiveFeedback,"team gives updates, very helpful"
ServiceComplaint,why is the app never updated?? says collected but it wasnt
MissedCollection,"Hello, unfortunately our recycling bin was missed on the scheduled collection day again. This is the second consecutive week. Could you please arrange a special collection? We're at 27 Meadow Lane, Bridgwater. Many thanks in advance!"
PositiveFeedback,Our whole street notices how tidy everything is
DamagedProperty,window cracked after rubbish left out
